Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Jeremy Lin;2011-2012;REG;Knicks;35;26.87;14.63;0.51;2.54;3.06;6.17;1.57;0.26;3.60;2.23;4.89;10.94;0.446;0.69;2.14;0.320;4.17;5.23;0.798
Danilo Gallinari;2011-2012;REG;Nuggets;43;31.42;14.60;0.65;4.05;4.70;2.70;0.98;0.53;1.58;2.00;4.49;10.84;0.414;1.40;4.26;0.328;4.23;4.86;0.871
Kyle Lowry;2011-2012;REG;Rockets;47;32.13;14.26;0.79;3.74;4.53;6.60;1.55;0.30;2.77;2.83;4.47;10.91;0.409;1.68;4.49;0.374;3.64;4.21;0.864
Ray Allen;2011-2012;REG;Celtics;46;34.02;14.24;0.30;2.78;3.09;2.37;1.07;0.17;1.48;1.80;4.91;10.72;0.458;2.30;5.09;0.453;2.11;2.30;0.915
Al Harrington;2011-2012;REG;Nuggets;64;27.52;14.22;1.13;4.97;6.09;1.38;0.91;0.19;1.75;2.83;5.39;12.08;0.446;1.58;4.73;0.333;1.86;2.75;0.676
Nick Young;2011-2012;REG;Wizards, Clippers;62;27.90;14.18;0.50;1.65;2.15;0.90;0.71;0.27;1.34;2.27;5.10;12.65;0.403;1.66;4.55;0.365;2.32;2.73;0.852
Jamal Crawford;2011-2012;REG;Trail Blazers;60;26.88;13.95;0.27;1.70;1.97;3.18;0.92;0.23;1.85;1.23;4.72;12.28;0.384;1.33;4.33;0.308;3.18;3.43;0.927
Nicolas Batum;2011-2012;REG;Trail Blazers;59;30.35;13.86;1.37;3.22;4.59;1.42;0.97;1.02;1.53;1.78;4.90;10.86;0.451;1.81;4.64;0.391;2.25;2.69;0.836
Nikola Pekovic;2011-2012;REG;Timberwolves;47;26.89;13.85;3.85;3.51;7.36;0.66;0.62;0.66;1.85;2.09;5.45;9.66;0.564;0.00;0.00;0.000;2.96;3.98;0.743
Kris Humphries;2011-2012;REG;Nets;62;34.87;13.79;3.76;7.23;10.98;1.45;0.81;1.19;1.92;2.79;5.21;10.82;0.481;0.00;0.00;0.000;3.37;4.48;0.752
Gerald Wallace;2011-2012;REG;Trail Blazers, Nets;58;35.78;13.79;1.50;5.16;6.66;2.83;1.47;0.62;1.91;2.50;4.95;10.90;0.454;0.79;2.59;0.307;3.10;3.88;0.800
Nene;2011-2012;REG;Nuggets, Wizards;39;28.47;13.72;1.62;5.85;7.46;2.05;1.08;0.97;2.46;2.44;5.41;10.08;0.537;0.00;0.10;0.000;2.90;4.31;0.673
Wesley Matthews;2011-2012;REG;Trail Blazers;66;33.75;13.70;0.85;2.55;3.39;1.71;1.45;0.23;1.11;2.24;4.76;11.56;0.412;1.95;5.11;0.383;2.23;2.59;0.860
Drew Gooden;2011-2012;REG;Bucks;56;26.24;13.68;2.32;4.16;6.48;2.57;0.82;0.61;1.95;2.00;5.13;11.73;0.437;0.29;0.98;0.291;3.14;3.71;0.846
Jrue Holiday;2011-2012;REG;76ers;65;33.79;13.52;0.88;2.38;3.26;4.46;1.58;0.28;2.08;2.11;5.54;12.83;0.432;1.00;2.63;0.380;1.45;1.85;0.783
Mo Williams;2011-2012;REG;Clippers;52;28.30;13.17;0.44;1.46;1.90;3.08;0.98;0.13;1.65;1.98;5.00;11.75;0.426;1.79;4.60;0.389;1.38;1.54;0.900
Chris Kaman;2011-2012;REG;Hornets;47;29.19;13.11;1.89;5.85;7.74;2.15;0.53;1.64;2.74;2.26;5.66;12.70;0.446;0.00;0.00;0.000;1.79;2.28;0.785
Ersan Ilyasova;2011-2012;REG;Bucks;60;27.58;13.03;3.27;5.55;8.82;1.18;0.70;0.73;1.27;2.22;4.90;9.95;0.492;0.85;1.87;0.455;2.38;3.05;0.781
Manu Ginobili;2011-2012;REG;Spurs;34;23.30;12.94;0.53;2.88;3.41;4.44;0.71;0.35;1.88;1.65;4.41;8.38;0.526;1.53;3.71;0.413;2.59;2.97;0.871
Gerald Green;2011-2012;REG;Nets;31;25.21;12.90;0.48;3.00;3.48;1.10;0.90;0.55;1.77;2.58;4.97;10.32;0.481;1.39;3.55;0.391;1.58;2.10;0.754
Thaddeus Young;2011-2012;REG;76ers;63;27.86;12.83;2.17;2.98;5.16;1.17;1.02;0.65;0.87;2.02;5.52;10.90;0.507;0.02;0.06;0.250;1.76;2.29;0.771
Brandon Knight;2011-2012;REG;Pistons;66;32.25;12.83;0.50;2.70;3.20;3.80;0.74;0.15;2.59;2.33;4.83;11.65;0.415;1.59;4.18;0.380;1.58;2.08;0.759
Roy Hibbert;2011-2012;REG;Pacers;65;29.79;12.83;3.28;5.52;8.80;1.66;0.49;1.97;1.97;3.00;5.11;10.28;0.497;0.00;0.02;0.000;2.62;3.68;0.711
David West;2011-2012;REG;Pacers;66;29.16;12.76;1.79;4.77;6.56;2.12;0.79;0.70;1.41;2.42;5.29;10.85;0.487;0.03;0.14;0.222;2.15;2.67;0.807
Mike Conley;2011-2012;REG;Grizzlies;62;35.07;12.71;0.35;2.16;2.52;6.52;2.19;0.18;2.02;2.15;4.77;11.03;0.433;0.97;2.56;0.377;2.19;2.55;0.861
Tayshaun Prince;2011-2012;REG;Pistons;63;33.13;12.67;1.14;3.32;4.46;2.43;0.43;0.51;1.17;1.22;5.33;12.67;0.421;0.59;1.65;0.356;1.41;1.83;0.774
Jared Dudley;2011-2012;REG;Suns;65;31.08;12.66;1.46;3.17;4.63;1.72;0.75;0.29;1.11;1.65;4.80;9.89;0.485;1.23;3.22;0.383;1.83;2.52;0.726
MarShon Brooks;2011-2012;REG;Nets;56;29.43;12.64;1.25;2.32;3.57;2.34;0.93;0.27;2.11;2.07;4.89;11.43;0.428;0.84;2.68;0.313;2.02;2.64;0.764
O.J. Mayo;2011-2012;REG;Grizzlies;66;26.83;12.62;0.45;2.73;3.18;2.56;1.08;0.35;1.88;2.08;4.55;11.15;0.408;1.52;4.17;0.364;2.02;2.61;0.773
Jeff Teague;2011-2012;REG;Hawks;66;33.07;12.59;0.32;2.09;2.41;4.86;1.61;0.56;2.03;2.20;4.85;10.18;0.476;0.77;2.26;0.342;2.12;2.80;0.757
Klay Thompson;2011-2012;REG;Warriors;66;24.36;12.52;0.36;2.08;2.44;2.02;0.74;0.30;1.56;2.35;4.82;10.88;0.443;1.68;4.06;0.414;1.20;1.38;0.868
Brandon Bass;2011-2012;REG;Celtics;59;31.67;12.51;1.61;4.58;6.19;0.93;0.58;0.92;1.10;2.29;5.14;10.71;0.479;0.00;0.00;0.000;2.24;2.76;0.810
Carl Landry;2011-2012;REG;Hornets;41;24.36;12.46;1.90;3.32;5.22;0.93;0.32;0.29;1.56;2.17;4.44;8.83;0.503;0.00;0.07;0.000;3.59;4.49;0.799
Ben Gordon;2011-2012;REG;Pistons;52;26.89;12.46;0.27;2.06;2.33;2.44;0.65;0.21;2.21;2.19;4.50;10.19;0.442;1.21;2.83;0.429;2.25;2.62;0.860
J.R. Smith;2011-2012;REG;Knicks;35;27.63;12.46;0.83;3.06;3.89;2.40;1.54;0.17;1.31;2.49;4.71;11.57;0.407;1.91;5.51;0.347;1.11;1.57;0.709
Steve Nash;2011-2012;REG;Suns;62;31.63;12.45;0.42;2.58;3.00;10.71;0.61;0.13;3.69;0.85;4.76;8.95;0.532;0.89;2.27;0.390;2.05;2.29;0.894
Andre Iguodala;2011-2012;REG;76ers;62;35.63;12.44;0.90;5.24;6.15;5.47;1.73;0.48;1.85;1.48;4.63;10.19;0.454;1.23;3.11;0.394;1.95;3.16;0.617
Al Horford;2011-2012;REG;Hawks;11;31.63;12.36;2.36;4.64;7.00;2.18;0.91;1.27;1.45;1.91;5.18;9.36;0.553;0.00;0.09;0.000;2.00;2.73;0.733
Mike Dunleavy;2011-2012;REG;Bucks;55;26.27;12.31;0.53;3.18;3.71;2.13;0.51;0.15;1.05;1.58;4.35;9.16;0.474;1.51;3.78;0.399;2.11;2.60;0.811
Kemba Walker;2011-2012;REG;Bobcats;66;27.15;12.11;0.45;3.09;3.55;4.38;0.91;0.30;1.80;1.20;4.26;11.62;0.366;1.05;3.42;0.305;2.55;3.23;0.789
Paul George;2011-2012;REG;Pacers;66;29.66;12.09;0.85;4.76;5.61;2.39;1.64;0.58;1.77;2.89;4.26;9.68;0.440;1.36;3.55;0.385;2.21;2.76;0.802
Luke Ridnour;2011-2012;REG;Timberwolves;53;33.01;12.06;0.36;2.30;2.66;4.75;1.06;0.30;1.81;2.57;4.57;10.38;0.440;0.92;2.87;0.322;2.00;2.25;0.891
Anthony Morrow;2011-2012;REG;Nets;62;26.39;12.05;0.50;1.55;2.05;0.98;0.74;0.15;1.13;1.39;4.39;10.61;0.413;1.71;4.61;0.371;1.56;1.68;0.933
Caron Butler;2011-2012;REG;Clippers;63;29.69;11.95;0.70;2.95;3.65;1.24;0.83;0.14;1.22;1.95;4.56;11.19;0.407;1.46;4.08;0.358;1.38;1.70;0.813
Rajon Rondo;2011-2012;REG;Celtics;53;36.93;11.89;1.17;3.68;4.85;11.70;1.79;0.06;3.64;1.87;4.83;10.79;0.448;0.19;0.79;0.238;2.04;3.42;0.597
Jameer Nelson;2011-2012;REG;Magic;57;29.93;11.86;0.51;2.67;3.18;5.70;0.67;0.09;2.37;2.28;4.54;10.63;0.427;1.53;4.05;0.377;1.25;1.54;0.807
Gordon Hayward;2011-2012;REG;Jazz;66;30.52;11.85;0.89;2.59;3.48;3.14;0.80;0.62;1.65;1.61;4.05;8.88;0.456;0.83;2.41;0.346;2.92;3.52;0.832
Marco Belinelli;2011-2012;REG;Hornets;66;29.78;11.82;0.29;2.32;2.61;1.53;0.73;0.08;1.05;1.74;4.33;10.39;0.417;1.62;4.30;0.377;1.53;1.95;0.783
Goran Dragic;2011-2012;REG;Rockets;66;26.54;11.74;0.80;1.74;2.55;5.32;1.29;0.15;2.38;2.52;4.20;9.09;0.462;1.03;3.06;0.337;2.32;2.88;0.805
Jason Richardson;2011-2012;REG;Magic;54;29.46;11.65;0.67;2.93;3.59;1.98;0.98;0.41;1.11;1.69;4.50;11.04;0.408;1.89;5.13;0.368;0.76;1.28;0.594
Richard Hamilton;2011-2012;REG;Bulls;28;24.88;11.64;0.71;1.64;2.36;3.00;0.43;0.04;1.75;2.00;5.00;11.07;0.452;0.61;1.64;0.370;1.04;1.32;0.784
Zach Randolph;2011-2012;REG;Grizzlies;28;26.25;11.57;2.79;5.25;8.04;1.71;0.75;0.14;1.43;2.04;4.71;10.18;0.463;0.07;0.29;0.250;2.07;3.14;0.659
JJ Redick;2011-2012;REG;Magic;65;27.14;11.55;0.28;2.03;2.31;2.52;0.42;0.09;1.05;1.42;3.82;8.98;0.425;1.72;4.12;0.418;2.20;2.42;0.911
Isaiah Thomas;2011-2012;REG;Kings;65;25.47;11.52;0.74;1.85;2.58;4.09;0.82;0.12;1.62;1.86;3.94;8.78;0.448;1.28;3.37;0.379;2.37;2.85;0.832
Michael Beasley;2011-2012;REG;Timberwolves;47;23.13;11.51;0.83;3.57;4.40;0.96;0.38;0.40;1.70;1.77;4.70;10.57;0.445;0.81;2.15;0.376;1.30;2.02;0.642
Raymond Felton;2011-2012;REG;Trail Blazers;60;31.76;11.40;0.45;2.03;2.48;6.50;1.30;0.17;2.83;2.03;4.35;10.70;0.407;1.03;3.38;0.305;1.67;2.07;0.806
Jerryd Bayless;2011-2012;REG;Raptors;31;22.73;11.39;0.26;1.87;2.13;3.81;0.77;0.13;1.71;2.26;3.77;8.90;0.424;1.42;3.35;0.423;2.42;2.84;0.852
Courtney Lee;2011-2012;REG;Rockets;58;30.29;11.38;0.45;2.29;2.74;1.52;1.17;0.38;1.10;1.83;4.33;10.00;0.433;1.50;3.74;0.401;1.22;1.48;0.826
Devin Harris;2011-2012;REG;Jazz;63;27.64;11.35;0.19;1.59;1.78;5.02;1.02;0.21;1.94;2.16;3.83;8.60;0.445;1.22;3.38;0.361;2.48;3.32;0.746
JaVale McGee;2011-2012;REG;Wizards, Nuggets;61;25.16;11.33;2.67;5.15;7.82;0.51;0.57;2.16;1.43;2.72;5.03;9.05;0.556;0.00;0.00;0.000;1.26;2.74;0.461
Andrew Bogut;2011-2012;REG;Bucks;12;30.31;11.33;1.83;6.50;8.33;2.58;1.00;2.00;2.00;3.00;5.08;11.33;0.449;0.00;0.08;0.000;1.17;1.92;0.609
Jose Juan Barea;2011-2012;REG;Timberwolves;41;25.17;11.29;0.34;2.44;2.78;5.66;0.51;0.00;2.51;1.49;4.07;10.20;0.400;1.29;3.49;0.371;1.85;2.39;0.776
Ramon Sessions;2011-2012;REG;Cavaliers, Lakers;64;26.67;11.27;0.52;2.83;3.34;5.53;0.69;0.05;2.20;1.56;3.78;8.83;0.428;0.67;1.52;0.443;3.03;3.88;0.782
Tyson Chandler;2011-2012;REG;Knicks;62;33.24;11.27;3.42;6.45;9.87;0.90;0.90;1.44;1.65;3.00;3.89;5.73;0.679;0.00;0.03;0.000;3.50;5.08;0.689
Nate Robinson;2011-2012;REG;Warriors;51;23.38;11.18;0.29;1.67;1.96;4.53;1.16;0.04;1.47;2.31;4.02;9.49;0.424;1.29;3.55;0.365;1.84;2.22;0.832
D.J. Augustin;2011-2012;REG;Bobcats;48;29.34;11.08;0.50;1.77;2.27;6.40;0.75;0.02;2.29;1.35;3.81;10.15;0.376;1.27;3.73;0.341;2.19;2.50;0.875
Leandro Barbosa;2011-2012;REG;Raptors, Pacers;64;21.59;11.06;0.52;1.48;2.00;1.50;0.88;0.11;1.47;2.11;4.23;9.95;0.425;1.02;2.66;0.382;1.58;1.94;0.815
Shannon Brown;2011-2012;REG;Suns;59;23.73;11.02;0.64;2.02;2.66;1.17;0.75;0.25;1.08;1.12;4.25;10.14;0.420;1.15;3.19;0.362;1.36;1.68;0.808
Elton Brand;2011-2012;REG;76ers;60;28.88;10.98;2.42;4.73;7.15;1.62;0.97;1.62;1.08;2.93;4.78;9.68;0.494;0.00;0.02;0.000;1.42;1.93;0.733
Randy Foye;2011-2012;REG;Clippers;65;25.88;10.95;0.38;1.74;2.12;2.25;0.71;0.37;1.12;2.00;3.94;9.91;0.398;1.95;5.06;0.386;1.12;1.31;0.859
Lester Hudson;2011-2012;REG;Cavaliers, Grizzlies;16;20.86;10.88;0.44;2.44;2.88;2.25;0.88;0.19;2.00;1.63;3.88;10.13;0.383;1.00;4.00;0.250;2.13;2.56;0.829
Hedo Turkoglu;2011-2012;REG;Magic;53;31.19;10.87;0.45;3.30;3.75;4.40;0.85;0.32;2.68;2.62;3.94;9.51;0.415;1.72;4.87;0.353;1.26;1.79;0.705
Anderson Varejao;2011-2012;REG;Cavaliers;25;31.38;10.84;4.36;7.12;11.48;1.72;1.40;0.68;1.80;2.48;4.56;8.88;0.514;0.00;0.16;0.000;1.72;2.56;0.672
Trevor Ariza;2011-2012;REG;Hornets;41;32.93;10.83;1.00;4.24;5.24;3.29;1.68;0.61;1.85;1.78;4.10;9.83;0.417;0.71;2.12;0.333;1.93;2.49;0.774
Ricky Rubio;2011-2012;REG;Timberwolves;41;34.24;10.63;0.51;3.66;4.17;8.20;2.22;0.20;3.20;2.37;3.39;9.49;0.357;0.78;2.29;0.340;3.07;3.83;0.803
Shawn Marion;2011-2012;REG;Mavericks;63;30.47;10.63;2.30;5.08;7.38;2.10;1.06;0.57;1.56;1.38;4.57;10.25;0.446;0.32;1.08;0.294;1.17;1.48;0.796
